model,mean_ic,ic_hac_t,mean_rank_ic,rank_ic_hac_t,q5_q1_bps,q5_q1_hac_t,q5_minus_universe_bps,q5_minus_universe_hac_t
OLS,0.0463401231612677,8.09907111275547,0.063416400703089,10.933130299540188,60.641477231344034,5.481626479430218,14.40342518624051,2.8085879694252984
RIDGE,0.0520138073753459,7.916619800804219,0.0842270527996938,12.784361367983331,57.95977890734553,4.629025684873748,7.595489126043606,1.3110532985904015
XGBOOST_ANNUAL,0.0566360504888381,12.009108634980514,0.0610117586143026,13.681425447303097,76.16775057625921,8.656073927067265,24.94235939621715,5.439502176214955
